6.000000000000000000e+00,-9.201205335557464254e-03,-1.343847662210464478e-01
6.000000000000000000e+00,-2.493538260459900180e-01,-2.437793016433715543e-01
6.000000000000000000e+00,-4.281387031078338623e-01,-1.599892526865004938e-01
6.000000000000000000e+00,-8.135261386632922087e-02,2.624433934688568115e-01
6.000000000000000000e+00,8.230797015130519867e-03,3.877225890755652687e-02
6.000000000000000000e+00,3.226832747459412176e-01,3.840988576412200928e-01
6.000000000000000000e+00,2.714464068412781317e-01,2.032852321863174716e-01
6.000000000000000000e+00,3.964731097221374512e-01,9.120457619428634644e-02
6.000000000000000000e+00,2.054612338542938232e-01,2.930980175733566284e-02
6.000000000000000000e+00,2.003639787435531894e-01,-3.027549684047698975e-01
6.406760692596435547e+00,1.991482824087142112e-01,-5.924046039581297718e-01
6.840768337249755859e+00,1.782501041889190396e-01,-5.990127921104431152e-01
6.242972850799560547e+00,8.241046220064160432e-02,-6.195343136787413441e-01
6.630047321319580078e+00,-4.835151508450510199e-02,-6.230900287628173828e-01
6.864790916442871094e+00,-7.118190824985511089e-02,-6.209065914154052734e-01
6.157734870910644531e+00,-9.155203402042383365e-02,-6.182292103767393909e-01
7.078587055206298828e+00,-1.282645314931870062e-01,-6.116590499877929688e-01
6.526533126831054688e+00,-2.020018696784973422e-01,-5.914437174797056995e-01
6.236520767211914062e+00,-4.124196618795400449e-02,6.236339211463927112e-01
7.327013492584228516e+00,-5.674166232347493261e-02,6.223981976509093128e-01
6.879939079284667969e+00,-8.270114660263057360e-02,6.194928288459777832e-01
6.668414115905761719e+00,-1.801468133926391602e-01,5.984374880790710449e-01
7.080674171447753906e+00,-2.448434233665466864e-01,5.750048756599426270e-01
6.478002071380615234e+00,-3.034089803695679266e-01,5.463832020759582520e-01
6.935404300689697266e+00,-3.669102489948272150e-01,5.059328079223633923e-01
6.387427806854248047e+00,-4.007101058959960382e-01,4.796248674392701306e-01
6.151087284088134766e+00,-4.266457557678222656e-01,4.566755294799804688e-01
6.723903179168701172e+00,-4.520455896854400635e-01,4.315890967845915638e-01
7.120820522308349609e+00,-5.430936217308044434e-01,3.092529475688935436e-01
6.799673080444335938e+00,-5.540017485618591309e-01,2.893038988113402210e-01
6.414571762084960938e+00,-5.864711999893188477e-01,2.159856110811233798e-01
7.051673412322998047e+00,-5.969799160957336426e-01,1.849516332149505893e-01
7.390152454376220703e+00,-6.205897927284241833e-01,7.380951941013347284e-02
7.234031200408935547e+00,-6.244093775749206543e-01,-2.713321708142750824e-02
6.362772464752197266e+00,-6.228476762771606445e-01,-5.151913687586789914e-02
6.727624416351318359e+00,-6.158624291419981800e-01,-1.063645184040070690e-01
7.330926895141601562e+00,-5.932522416114807129e-01,-1.965587437152861716e-01
6.580011844635009766e+00,-5.733535885810850941e-01,-2.487102001905441562e-01
6.880055427551269531e+00,-5.242497920989989124e-01,-3.402104973793030895e-01
6.704401969909667969e+00,-4.688372313976287842e-01,-4.132764935493468128e-01
